filename,true_min,true_max,frac_le_4096,frac_le_2048,frac_le_1500,frac_le_1024,frac_le_1000,frac_ge_1000,frac_ge_1500,frac_ge_2000,frac_ge_3000,pct_1_all,pct_5_all,pct_50_all,pct_95_all,pct_99_all,pct_1_body,pct_5_body,pct_50_body,pct_95_body,pct_99_body
1.2.840.113619.2.278.3.717616.286.1587944983.828_1.2.840.113619.2.278.3.717616.286.1587944983.915.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.557879,0.598926,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1068.9,-854.5,-700.0,-998.0,-990.6,-949.6,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1587944984.611_1.2.840.113619.2.278.3.717616.286.1587944984.616.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.562263,0.618435,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1071.9,-925.5,-704.4,-998.9,-995.2,-969.5,-790.8,-700.0
1.2.840.113619.2.278.3.717616.286.1587944984.611_1.2.840.113619.2.278.3.717616.286.1587944984.696.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.54363,0.584893,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1060.5,-867.9,-704.6,-998.1,-991.6,-957.0,-767.9,-700.0
1.2.840.113619.2.278.3.717616.286.1587944984.611_1.2.840.113619.2.278.3.717616.286.1587944984.696.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.551221,0.585459,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1072.7,-867.1,-700.0,-997.7,-989.4,-934.4,-786.1,-700.0
1.2.840.113619.2.278.3.717616.286.1593493247.138_1.2.840.113619.2.278.3.717616.286.1593493247.143.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.521232,0.620518,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1031.6,-887.1,-700.0,-999.3,-996.7,-972.5,-716.5,-700.0
1.2.840.113619.2.278.3.717616.286.1593493247.138_1.2.840.113619.2.278.3.717616.286.1593493247.251.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.498548,0.571366,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1023.4,-844.8,-700.0,-998.8,-994.0,-939.3,-728.5,-700.0
1.2.840.113619.2.278.3.717616.286.1593493249.833_1.2.840.113619.2.278.3.717616.286.1593493249.838.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.459158,0.536755,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1009.1,-888.8,-700.0,-999.1,-995.7,-970.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493249.833_1.2.840.113619.2.278.3.717616.286.1593493249.959.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.433845,0.496806,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-999.1,-833.5,-700.0,-998.6,-993.6,-963.3,-725.8,-700.0
1.2.840.113619.2.278.3.717616.286.1593493249.833_1.2.840.113619.2.278.3.717616.286.1593493249.959.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.433653,0.484354,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-994.3,-881.6,-700.0,-998.0,-990.9,-946.8,-730.4,-700.0
1.2.840.113619.2.278.3.717616.286.1593493262.858_1.2.840.113619.2.278.3.717616.286.1593493262.863.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.611254,0.67374,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1097.0,-916.5,-700.0,-999.1,-995.9,-968.9,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493262.858_1.2.840.113619.2.278.3.717616.286.1593493262.956.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.579092,0.6368,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1080.8,-861.9,-700.0,-998.7,-993.6,-962.7,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493262.858_1.2.840.113619.2.278.3.717616.286.1593493262.956.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.580976,0.628364,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1082.4,-887.9,-700.0,-998.5,-992.8,-956.7,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493267.487_1.2.840.113619.2.278.3.717616.286.1593493267.492.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.616444,0.685431,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1096.1,-940.1,-720.9,-999.2,-996.0,-969.8,-786.5,-700.0
1.2.840.113619.2.278.3.717616.286.1593493267.487_1.2.840.113619.2.278.3.717616.286.1593493267.603.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.58703,0.637627,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1084.1,-849.8,-700.0,-998.6,-993.0,-950.4,-730.6,-700.0
1.2.840.113619.2.278.3.717616.286.1593493267.487_1.2.840.113619.2.278.3.717616.286.1593493267.603.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.589273,0.637492,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1085.0,-873.0,-705.9,-998.5,-992.6,-939.1,-790.7,-700.0
1.2.840.113619.2.278.3.717616.286.1593493269.25_1.2.840.113619.2.278.3.717616.286.1593493269.109.4198401_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.423143,0.756981,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1000.0,-910.2,-700.0,-998.8,-994.3,-961.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493269.25_1.2.840.113619.2.278.3.717616.286.1593493269.109.4202498_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.426481,0.742314,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1000.0,-889.7,-700.0,-998.5,-992.9,-948.3,-700.0,-700.0
1.2.840.113619.2.278.3.717616.286.1593493269.25_1.2.840.113619.2.278.3.717616.286.1593493269.30.3_aligned.nii.gz,-1200.0,-700.0,0.0,0.0,0.0,0.706261,0.761218,0.0,0.0,0.0,0.0,-1200.0,-1200.0,-1121.1,-945.9,-700.0,-999.2,-996.3,-971.3,-700.0,-700.0
